State,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
TENNESSEE - Metropolitan Counties,Campbell,108,0,22,,4,82,601,221,325,55,3
TENNESSEE - Metropolitan Counties,Cannon,15,0,0,,1,14,107,42,52,13,2
TENNESSEE - Metropolitan Counties,Carter,57,1,2,,4,50,385,107,242,36,0
TENNESSEE - Metropolitan Counties,Cheatham,84,2,9,,6,67,535,139,345,51,3
TENNESSEE - Metropolitan Counties,Chester,18,0,1,,0,17,108,38,59,11,1
TENNESSEE - Metropolitan Counties,Crockett,25,0,0,,0,25,147,49,87,11,1
TENNESSEE - Metropolitan Counties,Dickson,116,2,12,,4,98,478,201,232,45,4
TENNESSEE - Metropolitan Counties,Fayette,60,1,1,,7,51,347,116,189,42,0
TENNESSEE - Metropolitan Counties,Grainger,43,0,5,,0,38,211,75,118,18,3
TENNESSEE - Metropolitan Counties,Hamblen,111,0,7,,5,99,458,148,251,59,5
TENNESSEE - Metropolitan Counties,Hamilton,283,2,38,,17,226,1673,419,1088,166,3
TENNESSEE - Metropolitan Counties,Hartsville/Trousdale,41,0,4,,0,37,197,33,150,14,0
TENNESSEE - Metropolitan Counties,Hawkins,74,2,7,,1,64,573,176,337,60,3
TENNESSEE - Metropolitan Counties,Hickman,81,0,7,,1,73,430,137,251,42,1
TENNESSEE - Metropolitan Counties,Jefferson,71,1,5,,3,62,469,146,277,46,4
TENNESSEE - Metropolitan Counties,Knox,698,8,30,,72,588,4318,954,2962,402,24
TENNESSEE - Metropolitan Counties,Loudon,80,1,2,,2,75,445,120,274,51,2
TENNESSEE - Metropolitan Counties,Macon,55,1,3,,0,51,207,73,112,22,1
TENNESSEE - Metropolitan Counties,Madison,130,0,7,,4,119,572,227,304,41,2
TENNESSEE - Metropolitan Counties,Marion,53,0,1,,1,51,270,83,136,51,0
TENNESSEE - Metropolitan Counties,Maury,136,2,19,,9,106,441,100,292,49,4
TENNESSEE - Metropolitan Counties,Montgomery,113,2,5,,4,102,599,149,413,37,3
TENNESSEE - Metropolitan Counties,Morgan,49,2,3,,4,40,334,121,170,43,2
TENNESSEE - Metropolitan Counties,Polk,34,0,1,,1,32,393,138,205,50,2
TENNESSEE - Metropolitan Counties,Roane,57,0,2,,5,50,447,179,232,36,1
TENNESSEE - Metropolitan Counties,Robertson,64,1,5,,3,55,211,69,123,19,2
TENNESSEE - Metropolitan Counties,Rutherford,261,0,18,,9,234,750,178,510,62,11
TENNESSEE - Metropolitan Counties,Sequatchie,41,0,3,,0,38,121,29,61,31,2
TENNESSEE - Metropolitan Counties,Shelby,607,18,28,,105,456,2490,667,1631,192,15
TENNESSEE - Metropolitan Counties,Smith,32,0,3,,4,25,176,61,100,15,2
TENNESSEE - Metropolitan Counties,Sullivan,324,0,46,,19,259,1152,276,721,155,16
TENNESSEE - Metropolitan Counties,Sumner,113,4,20,,3,86,531,121,371,39,8
TENNESSEE - Metropolitan Counties,Tipton,161,2,16,,12,131,567,147,351,69,4
TENNESSEE - Metropolitan Counties,Unicoi,30,0,1,,2,27,199,30,155,14,2
TENNESSEE - Metropolitan Counties,Union,39,0,9,,3,27,345,114,202,29,6
TENNESSEE - Metropolitan Counties,Washington,164,0,14,,7,143,736,218,460,58,6
TENNESSEE - Metropolitan Counties,Williamson,70,2,9,,2,57,346,93,234,19,0
TENNESSEE - Metropolitan Counties,Wilson,113,1,6,,3,103,725,243,413,69,0
TENNESSEE - Nonmetropolitan Counties,Bedford,76,1,7,,0,68,283,84,168,31,3
TENNESSEE - Nonmetropolitan Counties,Benton,7,1,0,,0,6,180,60,111,9,0
TENNESSEE - Nonmetropolitan Counties,Bledsoe,18,1,2,,0,15,109,17,63,29,0
TENNESSEE - Nonmetropolitan Counties,Carroll,42,1,5,,1,35,142,63,58,21,0
TENNESSEE - Nonmetropolitan Counties,Claiborne,55,0,3,,10,42,431,184,200,47,2
TENNESSEE - Nonmetropolitan Counties,Clay,16,0,0,,0,16,47,11,26,10,1
TENNESSEE - Nonmetropolitan Counties,Cocke,144,3,6,,8,127,530,193,282,55,9
TENNESSEE - Nonmetropolitan Counties,Coffee,70,1,3,,1,65,275,103,151,21,2
TENNESSEE - Nonmetropolitan Counties,Cumberland,50,0,1,,2,47,746,224,426,96,5
TENNESSEE - Nonmetropolitan Counties,Decatur,22,0,1,,3,18,189,86,80,23,1
TENNESSEE - Nonmetropolitan Counties,DeKalb,28,0,2,,2,24,155,38,97,20,0
TENNESSEE - Nonmetropolitan Counties,Dyer,47,0,8,,3,36,342,71,244,27,1
TENNESSEE - Nonmetropolitan Counties,Fentress,21,0,6,,0,15,217,24,172,21,0
TENNESSEE - Nonmetropolitan Counties,Franklin,51,0,2,,1,48,161,36,107,18,3
TENNESSEE - Nonmetropolitan Counties,Gibson,60,0,3,,2,55,241,58,156,27,2
TENNESSEE - Nonmetropolitan Counties,Giles,46,0,6,,3,37,195,70,105,20,2
TENNESSEE - Nonmetropolitan Counties,Greene,156,1,5,,15,135,1015,293,567,155,11
TENNESSEE - Nonmetropolitan Counties,Grundy,54,0,4,,0,50,192,92,72,28,3
TENNESSEE - Nonmetropolitan Counties,Hancock,3,0,1,,0,2,73,17,45,11,1
TENNESSEE - Nonmetropolitan Counties,Hardeman,57,2,5,,8,42,283,127,123,33,6
TENNESSEE - Nonmetropolitan Counties,Hardin,59,1,1,,5,52,303,116,150,37,0
TENNESSEE - Nonmetropolitan Counties,Haywood,34,1,5,,5,23,148,61,76,11,0
TENNESSEE - Nonmetropolitan Counties,Henderson,66,0,4,,3,59,289,120,141,28,1
TENNESSEE - Nonmetropolitan Counties,Henry,60,2,5,,3,50,452,181,233,38,0
TENNESSEE - Nonmetropolitan Counties,Houston,11,0,0,,0,11,57,18,37,2,0
TENNESSEE - Nonmetropolitan Counties,Humphreys,35,0,8,,2,25,195,87,100,8,1
TENNESSEE - Nonmetropolitan Counties,Jackson,14,0,1,,0,13,132,44,72,16,0
TENNESSEE - Nonmetropolitan Counties,Johnson,116,0,0,,2,114,221,88,112,21,5
TENNESSEE - Nonmetropolitan Counties,Lake,1,0,0,,0,1,5,1,4,0,0
TENNESSEE - Nonmetropolitan Counties,Lauderdale,37,0,0,,2,35,309,102,180,27,5
TENNESSEE - Nonmetropolitan Counties,Lawrence,86,1,15,,4,66,429,147,238,44,3
TENNESSEE - Nonmetropolitan Counties,Lewis,29,0,0,,0,29,159,57,84,18,0
TENNESSEE - Nonmetropolitan Counties,Lincoln,101,0,8,,4,89,348,122,198,28,3
TENNESSEE - Nonmetropolitan Counties,Marshall,25,0,0,,2,23,70,19,44,7,0
TENNESSEE - Nonmetropolitan Counties,McMinn,117,0,8,,5,104,671,198,362,111,8
TENNESSEE - Nonmetropolitan Counties,McNairy,56,0,7,,0,49,327,52,230,45,4
TENNESSEE - Nonmetropolitan Counties,Meigs,40,1,2,,2,35,272,84,148,40,2
TENNESSEE - Nonmetropolitan Counties,Monroe,160,0,6,,5,149,881,264,501,116,1
TENNESSEE - Nonmetropolitan Counties,Moore,7,0,1,,1,5,67,5,61,1,1
TENNESSEE - Nonmetropolitan Counties,Obion,40,0,5,,0,35,209,48,149,12,4
TENNESSEE - Nonmetropolitan Counties,Overton,19,0,2,,0,17,214,32,171,11,3
TENNESSEE - Nonmetropolitan Counties,Perry,19,0,2,,1,16,107,37,60,10,1
TENNESSEE - Nonmetropolitan Counties,Pickett,17,0,3,,0,14,54,10,36,8,2
TENNESSEE - Nonmetropolitan Counties,Putnam,112,0,20,,1,91,494,66,378,50,6
TENNESSEE - Nonmetropolitan Counties,Rhea,46,0,5,,2,39,276,80,185,11,3
TENNESSEE - Nonmetropolitan Counties,Scott,37,1,2,,0,34,174,76,74,24,2
TENNESSEE - Nonmetropolitan Counties,Sevier,155,2,10,,10,133,1146,344,671,131,11
TENNESSEE - Nonmetropolitan Counties,Stewart,57,2,6,,0,49,133,73,49,11,1
TENNESSEE - Nonmetropolitan Counties,Van Buren,10,1,2,,0,7,56,11,33,12,0
TENNESSEE - Nonmetropolitan Counties,Warren,60,0,4,,1,55,377,100,237,40,6
TENNESSEE - Nonmetropolitan Counties,Wayne,37,2,2,,0,33,68,32,28,8,2
TENNESSEE - Nonmetropolitan Counties,Weakley,21,1,2,,0,18,136,74,51,11,1
TENNESSEE - Nonmetropolitan Counties,White,62,0,3,,1,58,320,50,235,35,5
TEXAS - Metropolitan Counties,Aransas,91,0,18,,2,71,314,110,188,16,0
TEXAS - Metropolitan Counties,Archer,11,0,1,,1,9,43,9,28,6,1
TEXAS - Metropolitan Counties,Armstrong,3,0,0,,0,3,10,4,5,1,0
TEXAS - Metropolitan Counties,Atascosa,65,1,2,,8,54,510,177,280,53,0
TEXAS - Metropolitan Counties,Austin,26,0,3,,3,20,139,52,65,22,0
TEXAS - Metropolitan Counties,Bandera,38,0,11,,1,26,246,75,146,25,1
TEXAS - Metropolitan Counties,Bastrop,225,5,45,,24,151,822,268,472,82,3
TEXAS - Metropolitan Counties,Bell,103,0,42,,9,52,753,199,489,65,27
TEXAS - Metropolitan Counties,Bexar,611,20,143,,118,330,6784,1370,4898,516,53
TEXAS - Metropolitan Counties,Bowie,104,1,27,,2,74,489,177,265,47,5
TEXAS - Metropolitan Counties,Brazoria,174,6,8,,36,124,1079,270,679,130,8
TEXAS - Metropolitan Counties,Brazos,80,1,10,,2,67,320,90,206,24,3
TEXAS - Metropolitan Counties,Burleson,25,0,6,,3,16,139,64,67,8,1
TEXAS - Metropolitan Counties,Caldwell,35,2,0,,6,27,141,60,65,16,2
TEXAS - Metropolitan Counties,Callahan,5,0,0,,0,5,64,19,31,14,2
TEXAS - Metropolitan Counties,Cameron,195,2,51,,16,126,1068,321,705,42,4
TEXAS - Metropolitan Counties,Carson,19,0,0,,0,19,40,9,27,4,1
TEXAS - Metropolitan Counties,Chambers,134,3,17,,12,102,706,137,523,46,5
TEXAS - Metropolitan Counties,Clay,14,3,3,,0,8,100,24,63,13,0
TEXAS - Metropolitan Counties,Collin,66,3,18,,2,43,365,107,229,29,1
TEXAS - Metropolitan Counties,Comal,146,1,37,,8,100,688,201,432,55,1
TEXAS - Metropolitan Counties,Coryell,9,0,0,,1,8,98,41,52,5,0
TEXAS - Metropolitan Counties,Crosby,1,0,0,,0,1,3,3,0,0,0
TEXAS - Metropolitan Counties,Dallas,45,1,13,,3,28,303,78,187,38,1
TEXAS - Metropolitan Counties,Denton,70,1,15,,8,46,630,143,427,60,3
TEXAS - Metropolitan Counties,Ector,135,3,24,,35,73,1962,361,1354,247,1
TEXAS - Metropolitan Counties,Ellis,72,3,13,,6,50,458,132,284,42,1
TEXAS - Metropolitan Counties,El Paso,267,6,50,,25,186,847,231,556,60,11
TEXAS - Metropolitan Counties,Falls,5,1,0,,1,3,84,28,47,9,0
TEXAS - Metropolitan Counties,Fort Bend,758,18,83,,141,516,4419,1149,3006,264,32
TEXAS - Metropolitan Counties,Galveston,141,1,23,,22,95,1007,292,620,95,16
TEXAS - Metropolitan Counties,Goliad,16,0,2,,2,12,92,38,51,3,1
TEXAS - Metropolitan Counties,Grayson,70,1,13,,1,55,450,105,283,62,0
TEXAS - Metropolitan Counties,Gregg,55,1,7,,10,37,451,149,253,49,2
TEXAS - Metropolitan Counties,Guadalupe,60,1,31,,10,18,584,174,347,63,4
TEXAS - Metropolitan Counties,Hardin,41,2,11,,0,28,301,108,144,49,3
TEXAS - Metropolitan Counties,Harris,8854,92,537,,3044,5181,45228,9162,29962,6104,292
TEXAS - Metropolitan Counties,Hays,157,1,28,,22,106,882,262,545,75,1
TEXAS - Metropolitan Counties,Hidalgo,586,10,133,,130,313,4528,1417,2813,298,29
TEXAS - Metropolitan Counties,Hood,85,0,11,,7,67,389,121,240,28,6
TEXAS - Metropolitan Counties,Hudspeth,4,0,0,,0,4,12,0,11,1,0
TEXAS - Metropolitan Counties,Hunt,104,2,9,,9,84,660,259,300,101,3
TEXAS - Metropolitan Counties,Irion,1,0,0,,0,1,29,9,20,0,0
TEXAS - Metropolitan Counties,Jefferson,70,1,11,,9,49,366,95,231,40,6
TEXAS - Metropolitan Counties,Johnson,129,2,25,,5,97,740,220,433,87,9
TEXAS - Metropolitan Counties,Kaufman,136,1,28,,11,96,551,196,275,80,0
TEXAS - Metropolitan Counties,Lampasas,1,0,0,,0,1,120,33,83,4,0
TEXAS - Metropolitan Counties,Liberty,166,2,36,,4,124,685,256,348,81,6
TEXAS - Metropolitan Counties,Lubbock,109,0,15,,9,85,686,192,420,74,1
TEXAS - Metropolitan Counties,Lynn,2,2,0,,0,0,25,20,3,2,0
TEXAS - Metropolitan Counties,Martin,2,0,0,,0,2,67,32,33,2,0
TEXAS - Metropolitan Counties,McLennan,96,1,25,,5,65,503,183,265,55,6
TEXAS - Metropolitan Counties,Medina,48,2,20,,1,25,372,121,219,32,0
TEXAS - Metropolitan Counties,Midland,61,0,1,,6,54,727,125,511,91,0
TEXAS - Metropolitan Counties,Montgomery,531,10,52,,90,379,4982,1011,3480,491,15
TEXAS - Metropolitan Counties,Nueces,65,2,9,,2,52,216,92,118,6,1
TEXAS - Metropolitan Counties,Oldham,3,0,0,,0,3,8,5,3,0,0
TEXAS - Metropolitan Counties,Orange,90,0,10,,7,73,645,196,361,88,9
TEXAS - Metropolitan Counties,Parker,110,1,23,,3,83,747,258,428,61,4
TEXAS - Metropolitan Counties,Potter,42,3,3,,7,29,235,65,134,36,1
TEXAS - Metropolitan Counties,Randall,43,0,14,,1,28,339,94,193,52,2
TEXAS - Metropolitan Counties,Robertson,7,0,5,,0,2,95,34,57,4,0
TEXAS - Metropolitan Counties,Rockwall,21,0,5,,3,13,70,19,40,11,0
TEXAS - Metropolitan Counties,Rusk,92,2,11,,1,78,565,196,310,59,1
TEXAS - Metropolitan Counties,San Patricio,31,2,0,,0,29,303,108,169,26,0
TEXAS - Metropolitan Counties,Smith,226,2,3,,41,180,2259,750,1252,257,17
TEXAS - Metropolitan Counties,Somervell,13,0,0,,1,12,70,33,32,5,0
TEXAS - Metropolitan Counties,Tarrant,113,3,40,,14,56,823,249,481,93,22
TEXAS - Metropolitan Counties,Taylor,27,0,6,,0,21,155,74,72,9,0
TEXAS - Metropolitan Counties,Tom Green,29,0,18,,4,7,403,190,183,30,4
TEXAS - Metropolitan Counties,Travis,684,10,53,,64,557,3339,856,2234,249,32
TEXAS - Metropolitan Counties,Upshur,49,0,3,,4,42,358,162,161,35,0
TEXAS - Metropolitan Counties,Victoria,112,0,34,,6,72,501,173,289,39,2
TEXAS - Metropolitan Counties,Waller,46,1,22,,1,22,341,114,205,22,0
TEXAS - Metropolitan Counties,Webb,35,0,0,,3,32,226,84,138,4,1
TEXAS - Metropolitan Counties,Wichita,7,0,0,,0,7,91,38,31,22,0
TEXAS - Metropolitan Counties,Williamson,175,1,44,,15,115,1366,308,956,102,6
TEXAS - Metropolitan Counties,Wilson,29,1,1,,1,26,220,79,111,30,2
TEXAS - Metropolitan Counties,Wise,74,1,10,,2,61,273,88,147,38,8
TEXAS - Nonmetropolitan Counties,Anderson,55,0,6,,7,42,330,133,157,40,0
TEXAS - Nonmetropolitan Counties,Andrews,14,1,6,,0,7,116,31,67,18,0
TEXAS - Nonmetropolitan Counties,Angelina,88,0,23,,2,63,539,189,301,49,1
TEXAS - Nonmetropolitan Counties,Bailey,10,0,0,,0,10,41,18,21,2,0
TEXAS - Nonmetropolitan Counties,Baylor,0,0,0,,0,0,20,12,7,1,0
TEXAS - Nonmetropolitan Counties,Bee,25,0,0,,1,24,127,42,78,7,2
TEXAS - Nonmetropolitan Counties,Blanco,11,0,4,,0,7,49,13,28,8,0
TEXAS - Nonmetropolitan Counties,Borden,4,0,0,,0,4,7,3,3,1,0
TEXAS - Nonmetropolitan Counties,Bosque9,4,0,0,,0,4,,,42,2,0
TEXAS - Nonmetropolitan Counties,Brewster,6,0,2,,0,4,35,15,19,1,0
TEXAS - Nonmetropolitan Counties,Briscoe,0,0,0,,0,0,13,5,7,1,1
TEXAS - Nonmetropolitan Counties,Brooks,1,0,0,,0,1,2,2,0,0,0
TEXAS - Nonmetropolitan Counties,Brown,22,3,0,,0,19,144,54,85,5,4
TEXAS - Nonmetropolitan Counties,Burnet,51,0,21,,1,29,276,87,158,31,0
TEXAS - Nonmetropolitan Counties,Calhoun,16,0,2,,0,14,156,47,102,7,0
TEXAS - Nonmetropolitan Counties,Camp,6,1,1,,2,2,99,31,55,13,0
TEXAS - Nonmetropolitan Counties,Cass,44,0,10,,1,33,326,152,146,28,1
TEXAS - Nonmetropolitan Counties,Castro,1,0,0,,0,1,52,22,26,4,0
TEXAS - Nonmetropolitan Counties,Cherokee,72,3,16,,2,51,534,201,284,49,1
TEXAS - Nonmetropolitan Counties,Childress,0,0,0,,0,0,10,6,3,1,0
TEXAS - Nonmetropolitan Counties,Cochran,7,0,4,,0,3,76,20,50,6,0
TEXAS - Nonmetropolitan Counties,Coke,1,0,0,,0,1,29,14,12,3,0
TEXAS - Nonmetropolitan Counties,Collingsworth,9,0,0,,0,9,12,6,5,1,0
TEXAS - Nonmetropolitan Counties,Colorado,33,0,3,,2,28,140,44,73,23,0
TEXAS - Nonmetropolitan Counties,Comanche,6,0,0,,0,6,88,24,62,2,0
TEXAS - Nonmetropolitan Counties,Concho,1,0,0,,0,1,14,8,4,2,0
TEXAS - Nonmetropolitan Counties,Cooke,33,0,5,,2,26,149,64,72,13,2
TEXAS - Nonmetropolitan Counties,Cottle,0,0,0,,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Crane,2,0,0,,0,2,26,9,16,1,0
TEXAS - Nonmetropolitan Counties,Crockett,3,0,0,,0,3,37,14,20,3,0
TEXAS - Nonmetropolitan Counties,Culberson,0,0,0,,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Dallam,0,0,0,,0,0,8,5,2,1,0
TEXAS - Nonmetropolitan Counties,Dawson,2,0,1,,0,1,45,18,21,6,0
TEXAS - Nonmetropolitan Counties,Deaf Smith,4,0,1,,0,3,73,27,41,5,1
TEXAS - Nonmetropolitan Counties,Delta,0,0,0,,0,0,28,18,9,1,4
TEXAS - Nonmetropolitan Counties,DeWitt,25,0,6,,1,18,123,49,66,8,0
TEXAS - Nonmetropolitan Counties,Dickens,1,0,0,,0,1,12,6,6,0,0
TEXAS - Nonmetropolitan Counties,Dimmit,3,0,1,,0,2,182,39,135,8,2
TEXAS - Nonmetropolitan Counties,Donley,3,0,1,,1,1,45,8,31,6,1
TEXAS - Nonmetropolitan Counties,Duval,41,1,0,,1,39,143,55,67,21,4
TEXAS - Nonmetropolitan Counties,Eastland,3,0,3,,0,0,57,31,26,0,0
TEXAS - Nonmetropolitan Counties,Edwards,4,0,0,,0,4,18,4,11,3,0
TEXAS - Nonmetropolitan Counties,Erath,21,0,9,,0,12,105,42,59,4,1
TEXAS - Nonmetropolitan Counties,Fannin,25,0,4,,2,19,112,43,52,17,3
TEXAS - Nonmetropolitan Counties,Fayette,11,1,2,,2,6,137,54,74,9,4
TEXAS - Nonmetropolitan Counties,Fisher,13,0,0,,0,13,53,19,29,5,1
TEXAS - Nonmetropolitan Counties,Floyd,10,0,3,,0,7,42,16,23,3,0
TEXAS - Nonmetropolitan Counties,Foard,0,0,0,,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Franklin,27,1,9,,0,17,92,46,40,6,0
TEXAS - Nonmetropolitan Counties,Freestone,9,0,0,,0,9,113,52,57,4,0
TEXAS - Nonmetropolitan Counties,Frio,6,0,0,,2,4,66,25,36,5,0
TEXAS - Nonmetropolitan Counties,Gaines,11,0,4,,1,6,68,27,34,7,1
TEXAS - Nonmetropolitan Counties,Garza,10,0,4,,1,5,53,13,37,3,0
TEXAS - Nonmetropolitan Counties,Gillespie,4,0,0,,0,4,75,25,42,8,0
TEXAS - Nonmetropolitan Counties,Glasscock,0,0,0,,0,0,17,7,8,2,0
TEXAS - Nonmetropolitan Counties,Gonzales,19,0,5,,1,13,107,33,67,7,0
TEXAS - Nonmetropolitan Counties,Gray,16,0,2,,4,10,114,38,67,9,0
TEXAS - Nonmetropolitan Counties,Grimes,23,4,0,,4,15,246,89,141,16,3
TEXAS - Nonmetropolitan Counties,Hale,18,0,0,,0,18,91,37,53,1,0
TEXAS - Nonmetropolitan Counties,Hall,2,0,0,,1,1,8,5,3,0,0
TEXAS - Nonmetropolitan Counties,Hansford,8,0,0,,0,8,11,0,11,0,0
TEXAS - Nonmetropolitan Counties,Hardeman,2,0,0,,0,2,39,12,22,5,1
TEXAS - Nonmetropolitan Counties,Harrison,53,0,19,,2,32,269,115,141,13,0
TEXAS - Nonmetropolitan Counties,Hartley,1,0,0,,0,1,29,12,13,4,0
TEXAS - Nonmetropolitan Counties,Haskell,1,0,0,,0,1,38,12,16,10,0
TEXAS - Nonmetropolitan Counties,Hemphill,12,0,2,,1,9,37,7,25,5,1
TEXAS - Nonmetropolitan Counties,Henderson,206,2,52,,4,148,1062,424,543,95,0
TEXAS - Nonmetropolitan Counties,Hill,38,0,5,,5,28,268,124,140,4,0
TEXAS - Nonmetropolitan Counties,Hockley,25,0,0,,1,24,93,34,54,5,0
TEXAS - Nonmetropolitan Counties,Hopkins,22,0,4,,0,18,87,35,45,7,6
TEXAS - Nonmetropolitan Counties,Houston,9,1,1,,0,7,144,70,64,10,0
TEXAS - Nonmetropolitan Counties,Howard,25,0,4,,1,20,237,66,157,14,6
TEXAS - Nonmetropolitan Counties,Hutchinson,21,0,4,,0,17,86,35,41,10,4
TEXAS - Nonmetropolitan Counties,Jack,11,0,1,,0,10,41,17,19,5,1
TEXAS - Nonmetropolitan Counties,Jackson,18,0,4,,1,13,56,20,29,7,0
TEXAS - Nonmetropolitan Counties,Jasper,80,0,27,,3,50,296,135,123,38,3
TEXAS - Nonmetropolitan Counties,Jeff Davis,2,0,1,,0,1,8,8,0,0,1
TEXAS - Nonmetropolitan Counties,Jim Hogg,2,0,0,,0,2,9,4,5,0,0
TEXAS - Nonmetropolitan Counties,Karnes,13,0,1,,3,9,80,17,57,6,0
TEXAS - Nonmetropolitan Counties,Kenedy,6,0,3,,0,3,7,3,2,2,0
TEXAS - Nonmetropolitan Counties,Kent,3,0,0,,0,3,10,5,5,0,0
TEXAS - Nonmetropolitan Counties,Kerr,47,6,19,,1,21,305,82,206,17,2
TEXAS - Nonmetropolitan Counties,Kimble,1,0,0,,0,1,14,9,3,2,0
TEXAS - Nonmetropolitan Counties,King,0,0,0,,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Kinney,1,0,0,,0,1,11,10,0,1,0
TEXAS - Nonmetropolitan Counties,Kleberg,26,0,7,,1,18,85,17,59,9,0
TEXAS - Nonmetropolitan Counties,Knox,4,0,3,,1,0,20,8,11,1,0
TEXAS - Nonmetropolitan Counties,Lamar,29,0,10,,3,16,238,69,159,10,2
TEXAS - Nonmetropolitan Counties,Lamb,2,0,0,,1,1,73,25,41,7,7
TEXAS - Nonmetropolitan Counties,La Salle,7,0,1,,0,6,55,5,49,1,0
TEXAS - Nonmetropolitan Counties,Lavaca9,13,0,2,,0,11,,,30,4,0
TEXAS - Nonmetropolitan Counties,Lee,16,0,4,,3,9,104,38,62,4,1
TEXAS - Nonmetropolitan Counties,Leon,24,0,2,,0,22,211,79,120,12,0
TEXAS - Nonmetropolitan Counties,Limestone,19,0,2,,2,15,156,47,99,10,2
TEXAS - Nonmetropolitan Counties,Lipscomb,4,0,0,,0,4,12,2,10,0,0
TEXAS - Nonmetropolitan Counties,Live Oak,15,2,1,,1,11,147,59,75,13,0
TEXAS - Nonmetropolitan Counties,Llano,11,1,2,,0,8,132,50,80,2,0
TEXAS - Nonmetropolitan Counties,Loving,0,0,0,,0,0,11,0,10,1,0
TEXAS - Nonmetropolitan Counties,Madison,9,0,4,,3,2,102,52,48,2,0
TEXAS - Nonmetropolitan Counties,Mason,2,0,0,,0,2,43,19,20,4,0
TEXAS - Nonmetropolitan Counties,Matagorda,65,1,9,,6,49,336,126,192,18,1
TEXAS - Nonmetropolitan Counties,Maverick,62,0,9,,0,53,482,127,322,33,0
TEXAS - Nonmetropolitan Counties,McCulloch,2,1,0,,0,1,6,1,5,0,0
TEXAS - Nonmetropolitan Counties,McMullen,1,0,0,,0,1,26,12,14,0,0
TEXAS - Nonmetropolitan Counties,Menard,0,0,0,,0,0,4,2,2,0,0
TEXAS - Nonmetropolitan Counties,Milam,11,0,0,,0,11,96,32,58,6,0
TEXAS - Nonmetropolitan Counties,Mills,2,0,0,,0,2,26,10,14,2,1
TEXAS - Nonmetropolitan Counties,Mitchell,1,0,0,,0,1,13,8,5,0,0
TEXAS - Nonmetropolitan Counties,Montague,9,0,0,,0,9,49,12,31,6,0
TEXAS - Nonmetropolitan Counties,Moore,10,0,0,,0,10,69,24,40,5,0
TEXAS - Nonmetropolitan Counties,Morris,11,0,4,,0,7,81,31,39,11,0
TEXAS - Nonmetropolitan Counties,Motley,0,0,0,,0,0,14,0,13,1,0
TEXAS - Nonmetropolitan Counties,Nacogdoches,70,0,12,,2,56,275,89,162,24,2
TEXAS - Nonmetropolitan Counties,Nolan,5,0,0,,1,4,39,13,23,3,0
TEXAS - Nonmetropolitan Counties,Ochiltree,7,0,1,,0,6,30,11,16,3,0
TEXAS - Nonmetropolitan Counties,Palo Pinto,2,0,0,,1,1,95,55,33,7,0
TEXAS - Nonmetropolitan Counties,Panola,27,0,3,,1,23,291,94,163,34,0
TEXAS - Nonmetropolitan Counties,Parmer,1,0,0,,0,1,34,16,18,0,0
TEXAS - Nonmetropolitan Counties,Pecos,9,1,1,,1,6,60,45,14,1,1
TEXAS - Nonmetropolitan Counties,Polk,66,1,29,,8,28,523,185,296,42,0
TEXAS - Nonmetropolitan Counties,Presidio,3,0,0,,0,3,28,13,9,6,0
TEXAS - Nonmetropolitan Counties,Rains,14,0,0,,0,14,117,34,70,13,0
TEXAS - Nonmetropolitan Counties,Reagan,4,0,0,,0,4,67,12,53,2,1
TEXAS - Nonmetropolitan Counties,Real,6,0,0,,0,6,39,17,20,2,0
TEXAS - Nonmetropolitan Counties,Red River,8,0,2,,0,6,87,41,44,2,0
TEXAS - Nonmetropolitan Counties,Reeves,5,1,1,,0,3,107,15,88,4,0
TEXAS - Nonmetropolitan Counties,Refugio,8,0,1,,0,7,44,8,28,8,0
TEXAS - Nonmetropolitan Counties,Roberts,0,0,0,,0,0,8,1,6,1,0
TEXAS - Nonmetropolitan Counties,Runnels,3,0,0,,0,3,33,9,23,1,0
TEXAS - Nonmetropolitan Counties,Sabine,29,0,4,,0,25,150,63,73,14,1
TEXAS - Nonmetropolitan Counties,San Augustine,36,1,5,,0,30,81,39,33,9,0
TEXAS - Nonmetropolitan Counties,San Jacinto,47,1,13,,4,29,362,144,170,48,0
TEXAS - Nonmetropolitan Counties,San Saba,2,0,1,,0,1,26,11,10,5,0
TEXAS - Nonmetropolitan Counties,Schleicher,0,0,0,,0,0,54,13,40,1,0
TEXAS - Nonmetropolitan Counties,Scurry,11,0,1,,1,9,67,30,34,3,0
TEXAS - Nonmetropolitan Counties,Shackelford,2,0,1,,0,1,32,9,18,5,0
TEXAS - Nonmetropolitan Counties,Shelby,27,1,3,,2,21,176,81,86,9,0
TEXAS - Nonmetropolitan Counties,Sherman,1,0,0,,0,1,4,0,3,1,0
TEXAS - Nonmetropolitan Counties,Starr,115,4,20,,9,82,298,100,155,43,3
TEXAS - Nonmetropolitan Counties,Stephens,4,0,2,,0,2,30,15,13,2,3
TEXAS - Nonmetropolitan Counties,Sterling,0,0,0,,0,0,1,0,0,1,0
